temp,humidity,sealevelpressure,cloudcover,windspeed,dew,windgust,visibility,rain
24.967141530112325,41.723780758134886,1009.9079092295013,25.646306101676597,12.794992417255834,-3.9732748868711383,24.11126151686633,7.088479839747723,0
18.617356988288154,37.31974882340802,1005.4784359440941,35.53197484738877,18.462623394625062,31.336557223423043,26.016181309569287,7.622937640694712,0
26.476885381006923,74.55011746805457,1016.1917451041918,67.39942081457303,2.4472477683409775,17.362239524966945,48.76222676419793,8.237045662889939,0
35.23029856408025,79.45330085408308,1026.4045044602315,6.256484221945158,2.633647111744799,8.788006876055999,48.28852219421436,14.55158644269888,0
17.65846625276664,32.21103013779494,994.2482753035425,21.050693966534297,5.154883810729753,16.257023351927526,10.763452289291713,9.032779910376759,0
17.658630430508193,95.53485723705829,1014.1502607914741,80.90236402916764,15.542324941210342,16.409518580021537,40.55522831526591,17.13459893011795,1
35.79212815507391,33.63798985560307,1011.3986720443336,14.692192358377076,6.419840360949407,9.66521026438749,9.86213330835084,18.88189571860729,0
27.674347291529088,67.89074347107493,1019.7134007645046,34.26451465225215,8.49853210477732,16.583333338736605,10.67687389419757,6.718923067578677,0
15.30525614065048,79.63423636156415,1015.1319662823769,86.46589218581401,12.009385085189821,10.140221699037543,33.80465170822884,11.213889627513602,1
25.425600435859646,90.96783866222599,1005.4803066826119,15.492531114344265,24.355983720311396,11.765104058479817,20.25005492937742,1.9011307366512886,1
15.365823071875377,79.98608524926995,1009.8094606433339,8.27368356181899,0.41586407738580355,9.509766913959325,46.57722035532601,4.009380955327179,1
15.342702464297432,86.12096581488542,1005.0397414319651,48.45379950800108,19.481364607098673,3.538629682082778,4.4504867448004415,8.269315334203203,1
22.419622715660342,53.761513477996424,1023.760071385986,30.24195112785364,20.06629593122056,16.166691761723072,25.576282040474652,4.1240543180355775,1
0.8671975534220211,87.03775796225585,1013.2131164867194,56.34083644838541,23.959673410699097,19.682395492130706,45.92607652215606,17.53120981577435,1
2.7508216748696723,35.60803924692726,1032.01190685753,80.38048904834751,27.982588171809397,19.119068768610976,45.205683023975254,3.1657251211819615,1
14.377124707590273,92.63716592423694,1012.3933918618538,13.714848815274316,0.6041354684786948,21.559402021081873,7.8264606707870605,9.11321643106184,1
9.871688796655762,68.33146633076154,1005.9159323308953,58.0699084554285,4.613511165396486,17.594721680118944,18.331885004822823,12.113984809197513,1
23.14247332595274,87.21084389737456,997.8628560738717,50.550876038986395,26.58513882167979,10.738196014264773,30.956070002334812,13.837278163216888,1
10.919759244787889,61.66227991628101,994.9686032374406,14.407878601319958,13.755556865610462,21.71731091544951,7.969744238570109,7.661387394530134,0
5.876962986647083,75.05043866375675,997.1586405699451,62.39984855289824,16.937719168003905,4.13985968126452,48.40110860228693,17.381981374494572,1
34.65648768921554,66.84818626552793,1015.6712665101148,27.364041786077166,19.89081611169442,7.794628939900159,45.737466436383016,11.36638302155851,0
17.742236995134643,81.21126652287323,1018.0872502322993,48.78343185440125,20.37199813486912,7.286399428614042,8.347508951723459,8.790155608951036,1
20.67528204687924,35.71409874214127,997.1880929796787,8.227232427706188,27.952212099495245,23.640448473114482,6.057773063049271,1.3448126810407324,0
